loan_id,customer_id,branch_id,loan_type,loan_amount,approved_amount,outstanding_balance,interest_rate,term_months,start_date,end_date,monthly_payment,loan_status,collateral_type,purpose,days_past_due,num_missed_payments,credit_score_at_origination,approved_by
LOAN001015,CUST000257,BR044,Mortgage,24586.08,20398.89,15515.83,13.787,60.0,11-07-17,16-06-20,409.77,Active,PROPERTY,Medical,,,415.0,Adriana Smith
LOAN001016,CUST000751,BR031,Personal,39133.14,33684.45,27202.62,11.012,180.0,"July 04, 2019",2034-04-16,217.41,Defaulted,Stocks,,247.0,9.0,623.0,Javier Greene
LOAN001017,CUST002240,BR043,Business,,28491.08,35074.95,,12.0,"September 29, 2017","September 24, 2018",2946.43,closed,Vehicle,Debt consolidation,,0.0,324.0,Amber Richardson
LOAN001018,CUST003097,BR047,business,31961.75,27441.01,2765.41,7.419,24.0,"January 27, 2014",17/01/2016,1331.74,Delinquent,,Vehicle purchase,126.0,23.0,661.0,
LOAN001019,CUST002841,BR027,Business,73206.2,64524.54,53147.84,8.83,180.0,03-02-2013,17/11/2027,406.7,Active,none,Travel,,,463.0,Brenda Waters
LOAN001020,CUST003285,BR032,auto,,20414.2,2668.14,16.141,60.0,06-08-2021,11/07/2026,$383.74,Bad Debt,PROPERTY,Home improvement,263.0,13.0,690.0,Mrs. Tonya Hill MD
LOAN001021,CUST002033,BR033,Business,26254.87,"$22,037.67",18182.21,5.575,84.0,18-06-2023,30-05-12,312.56,Active,none,Medical,0.0,,845.0,Jesse Woodard
LOAN001022,CUST001569,BR042,Mortgage,10074.25,8643.9,5297.61,9.599,240.0,08/19/2011,"May 06, 2031",41.98,Closed,none,Vehicle purchase,,,390.0,Molly Turner
LOAN001023,CUST000233,BR035,Student,4688.72,4420.19,87.85,7.633,24.0,15-05-2012,14-05-05,195.36,Active,property,Business expansion,0.0,,847.0,Ashley Orr
LOAN001024,CUST004223,BR022,Personal,USD 39339.97,34300.46,39218.5,4.514,60.0,"November 25, 2011",29/10/2016,655.67,Charged Off,Stocks,Home improvement,170.0,2.0,429.0,Mackenzie Fowler
LOAN001025,CUST000119,BR037,Business,16332.89,14496.73,5924.38,6.978,36.0,"February 22, 2012",02/06/2015,453.69,Delinquent,Stocks,Wedding,128.0,5.0,414.0,Gabrielle Little
LOAN001026,CUST002091,BR002,Student,73867.58,"$67,279.59",43113.27,6.061,240.0,12-06-23,32-03-10,307.78,Delinquent,none,Vehicle purchase,259.0,21.0,647.0,Andrew Scott
LOAN001027,CUST004824,BR034,Auto,37146.15,31786.45,18872.45,16.715,120.0,23-08-2013,23-07-02,309.55,Active,,Wedding,,0.0,396.0,Brian Lopez
LOAN001028,CUST001780,BR030,Personal,60118.37,57055.65,34624.27,15.158,,09/01/2015,05-08-2020,USD 1001.97,Completed,none,Vehicle purchase,0.0,,452.0,Allison Edwards
LOAN001029,CUST000385,,Personal,48222.13,46404.46,37659.4,17.161,48.0,"December 21, 2017","November 30, 2021",1004.63,Paid Off,Stocks,Emergency,0.0,,322.0,Cheryl Terry
LOAN001030,CUST003274,BR027,Home Equity,77326.57,74959.71,1372.17,17.579,180.0,12/10/2020,23/09/2035,429.59,Open,Savings,Travel,,0.0,678.0,David Howell
LOAN001031,CUST002442,BR033,Student,43836.79,,41698.64,2.538,,99/99/9999,99/99/9999,182.65,Paid Off,Savings,Vehicle purchase,0.0,0.0,332.0,Daniel Russell
LOAN001032,CUST003976,,Personal,37585.12,32279.0,USD 36917.63,8.421,240.0,"October 04, 2014",21-06-2034,156.6,Delinquent,Property,Medical,77.0,15.0,331.0,George Liu
LOAN001033,CUST001798,BR018,Personal,80625.5,75869.96,71575.26,15.956,60.0,2022-01-11,99/99/9999,1343.76,Active,None,Home improvement,,,501.0,
LOAN001034,CUST004647,BR022,Business,37125.27,33486.68,18353.56,15.692,24.0,2013-10-01,21/09/2015,1546.89,Active,Vehicle,Home improvement,,0.0,822.0,Tracie Peterson
LOAN001035,CUST004587,BR043,Auto,4205.99,"$4,120.47",3845.06,11.474,36.0,2017-10-16,30-09-2020,116.83,PAID OFF,Savings,Wedding,0.0,0.0,496.0,Karen Harris
LOAN001036,CUST002694,BR005,Student,51581.65,49012.25,30756.39,2.864,120.0,22-09-2020,30-08-01,429.85,Delinquent,Vehicle,Medical,168.0,6.0,574.0,Amber Henderson
LOAN001037,CUST001150,BR050,Mortgage,7670.89,7248.87,5173.76,9.132,48.0,15-04-07,17-03-2019,159.81,Delinquent,Vehicle,Debt consolidation,39.0,19.0,424.0,Alicia Davis
LOAN001038,CUST001459,BR008,Home Equity,4482.02,4241.33,3577.09,14.286,180.0,,2026-09-11,24.9,ACTIVE,PROPERTY,Debt consolidation,,0.0,850.0,Anthony Williams
LOAN001039,CUST003669,BR030,Business,"$38,945.55",35222.02,,12.467,240.0,"March 12, 2013","November 27, 2032",,Closed,Vehicle,Education,0.0,0.0,,David Jones
LOAN001040,CUST004294,BR030,Auto,49024.52,39220.93,47351.81,,360.0,09-08-2017,05/03/2047,136.18,Active,Vehicle,Vehicle purchase,0.0,,490.0,Denise Oneal
LOAN001041,CUST004634,BR040,home equity,11891.0,11552.27,10946.3,9.525,360.0,07/01/2023,52-08-02,33.03,Delinquent,N/A,Home improvement,75.0,19.0,402.0,Victoria Martin
LOAN001042,CUST004023,BR002,Personal,17804.21,15101.41,"$9,120.07",13.176,48.0,12-12-30,NULL,370.92,Paid Off,PROPERTY,Medical,0.0,,383.0,Mark Trujillo
LOAN001043,CUST000130,BR001,Student,55620.02,,51564.45,,36.0,01/08/2022,07/16/2025,1545.0,Active,Property,Travel,,,743.0,Amy Johnson
LOAN001044,CUST002083,BR030,Business,44217.68,44004.97,36539.23,7.808,36.0,06/29/2018,2021-06-13,1228.27,active,none,Education,,0.0,302.0,Crystal Fleming
LOAN001045,CUST001949,BR044,Home Equity,8018.88,6963.08,7106.62,15.276,36.0,14-12-30,17-12-14,222.75,Delinquent,Savings,Travel,34.0,8.0,812.0,Russell Myers
LOAN001046,CUST004157,BR038,Student,"$28,380.23",25164.58,"$11,526.79",11.688,36.0,12-09-25,15-09-10,$788.34,charged off,property,,153.0,6.0,563.0,Emily Green
LOAN001047,CUST004833,BR043,Auto,49570.58,45782.55,16917.23,11.888,36.0,10-03-09,21/02/2013,1376.96,PAID OFF,Property,,,0.0,359.0,Alyssa Noble
LOAN001048,CUST002586,BR008,mortgage,1708.0,1513.61,839.96,13.815,360.0,02/18/2023,"September 13, 2052",,Paid Off,Property,Medical,,0.0,336.0,Kathryn Butler
LOAN001049,CUST004080,BR022,Student,,12001.23,11987.59,12.323,48.0,08/30/2021,"August 09, 2025",276.06,Active,Property,Home improvement,,,,Alexandria Smith
LOAN001050,CUST000089,BR006,Mortgage,40332.65,39000.69,,14.582,240.0,05-07-2022,03/22/2042,168.05,delinquent,property,Emergency,260.0,11.0,303.0,John Morris
LOAN001051,,BR043,Home Equity,,14134.84,3895.34,5.216,120.0,"October 12, 2015",20/08/2025,140.67,paid off,,Debt consolidation,,,545.0,John Wright
LOAN001052,CUST002166,BR036,Mortgage,"$72,815.09",72078.23,23586.36,10.957,60.0,2019-12-10,"November 13, 2024",1213.58,closed,,Business expansion,0.0,,818.0,Jennifer Reyes
LOAN001053,CUST003215,BR016,Mortgage,1601.3,1573.91,903.52,13.447,360.0,2017-11-03,47-05-30,4.45,active,None,Travel,,,400.0,Henry Medina
LOAN001054,CUST002256,BR028,Student,22044.04,19958.31,14591.63,16.137,240.0,02/10/2012,"October 28, 2031",91.85,Active,none,Home improvement,,,659.0,Amy Hicks
LOAN001055,CUST004257,BR009,Personal,35163.35,29485.32,30253.72,17.38,240.0,11/04/2018,22/07/2038,146.51,Default,,Business expansion,233.0,6.0,556.0,Andrew Gonzales
LOAN001056,CUST002724,BR012,Student,"51414,5","$46,145.13",40709.97,,12.0,2020-08-29,21-08-24,4284.54,DEFAULTED,Vehicle,Medical,13.0,22.0,597.0,Christopher Martin
LOAN001057,CUST001063,BR003,Student,38441.12,3827578.6403808417,461.83,16.407,84.0,"December 09, 2014",02/11/2021,457.63,Delinquent,None,Business expansion,16.0,19.0,,
LOAN001058,CUST003445,BR008,Mortgage,8192.65,6663.66,7759.37,8.15,24.0,"March 09, 2019",2021-02-26,341.36,Defaulted,None,,170.0,4.0,747.0,Clifford Williams
LOAN001059,CUST000159,BR050,Home Equity,6554.69,6521.21,439.52,12.798,48.0,05-02-2020,01/15/2024,136.56,Defaulted,property,Emergency,345.0,3.0,472.0,Daniel Smith
LOAN001060,CUST003213,BR007,Mortgage,18744.47,15171.98,10252.39,10.097,12.0,18/02/2010,,1562.04,Delinquent,,Medical,64.0,21.0,724.0,Matthew Bridges
LOAN001061,CUST004719,BR048,Personal,56046.73,"$53,667.82",20906.79,11.977,60.0,07/24/2017,28-06-2022,934.11,Delinquent,Property,Medical,285.0,16.0,828.0,John Jones
LOAN001062,CUST003986,BR048,Mortgage,USD 47250.96,39106.84,,13.476,24.0,03/30/2010,19/03/2012,1968.79,Delinquent,Property,Business expansion,206.0,18.0,334.0,Todd Smith
LOAN001063,CUST004071,BR020,Home Equity,3998044.0,38795.37,"535,91",2.9,84.0,2021-05-19,2028-04-12,475.96,Active,N/A,Home improvement,,0.0,679.0,Nicholas Mccarty
LOAN001064,CUST000484,BR028,Student,41356.73,40665.73,19388.74,7.359,36.0,,,"$1,148.80",Delinquent,N/A,Travel,265.0,8.0,619.0,Randy Giles
LOAN001065,CUST000003,BR001,Personal,63150.22,54725.08,50373.91,4.199,,"June 02, 2021",41-02-17,263.13,Delinquent,,Vehicle purchase,178.0,12.0,547.0,Brian Kelly
LOAN001066,CUST003245,BR001,Business,52265.06,USD 44965.31,31418.62,11.853,180.0,10/07/2017,20-07-2032,290.36,Delinquent,PROPERTY,,49.0,5.0,362.0,Matthew Jones
LOAN001067,CUST002124,BR001,Auto,49896.13,43271.51,30468.2,5.207,180.0,17/10/2022,30/07/2037,277.2,PAST DUE,Property,Business expansion,350.0,21.0,483.0,Virginia Ramos
LOAN001068,CUST003442,BR046,Home Equity,60847.55,59781.41,35433.71,12.918,36.0,30/08/2020,15-08-2023,,Delinquent,Stocks,Debt consolidation,190.0,18.0,436.0,John Love
LOAN001069,,BR013,Mortgage,44333.59,42943.53,39244.44,7.812,360.0,07/23/2019,02/15/2049,123.15,paid,Stocks,Wedding,,,811.0,Danielle Smith
LOAN001070,CUST000295,BR046,Student,USD 38437.11,33817.46,1934.87,13.5,60.0,15/09/2020,99/99/9999,640.62,Defaulted,None,Home improvement,15.0,6.0,463.0,Brian Kent
LOAN001071,CUST004306,BR003,Business,16725.51,13519.02,16415.64,,60.0,99/99/9999,2026-06-15,278.76,Active,property,Emergency,0.0,0.0,779.0,Daniel Johnson
LOAN001072,CUST001042,BR038,Personal,12749.1,USD 10853.83,3278.6,14.304,240.0,2019-05-25,39-02-09,53.12,Charged Off,PROPERTY,Wedding,173.0,17.0,409.0,Frank Mills
LOAN001073,CUST000268,BR040,Mortgage,12700.58,11888.67,9448.9,9.522,12.0,13-10-2013,2014-10-08,"$1,058.38",late,Property,Vehicle purchase,104.0,21.0,345.0,Allison Faulkner
LOAN001074,CUST000415,BR045,Home Equity,USD 51385.69,42974.57,USD 50922.75,10.207,24.0,02-02-2014,23-01-2016,2141.07,active,property,Debt consolidation,,,634.0,Valerie Powell
LOAN001075,CUST002045,BR037,Business,22659.04,,16872.25,,36.0,19/09/2013,16-09-03,USD 629.42,Closed,N/A,Wedding,0.0,,648.0,Elizabeth Arnold
LOAN001076,CUST001074,BR003,Mortgage,27268.71,22589.74,19084.6,13.704,60.0,2017-09-11,"August 16, 2022",454.48,paid off,PROPERTY,Debt consolidation,0.0,0.0,,Amber Leach
LOAN001077,CUST004372,BR035,Mortgage,52732.21,49917.79,"$25,609.59",11.923,240.0,20-08-10,27-04-2040,219.72,Active,,Wedding,0.0,,312.0,
LOAN001078,CUST000143,BR023,Auto,9835.29,8610.48,4965.36,8.807,,"August 23, 2012",18-07-2019,117.09,Delinquent,Property,Travel,241.0,13.0,523.0,
LOAN001079,CUST000563,BR033,Business,53923.12,50296.78,38430.01,,12.0,09/05/2017,31/08/2018,4493.59,ACTIVE,Vehicle,Debt consolidation,,,755.0,Michelle Dixon
LOAN001080,CUST000136,BR025,Student,55165.23,51489.79,32133.91,9.212,,31-07-2021,99/99/9999,2298.55,paid off,,Vehicle purchase,0.0,,589.0,Steven Peck
LOAN001081,CUST002435,BR043,Student,33200.83,,4777.17,2.589,48.0,02/21/2013,31-01-2017,691.68,Bad Debt,PROPERTY,,148.0,11.0,,
LOAN001082,CUST003255,BR027,Personal,,27365.44,16294.96,,36.0,,"June 23, 2020",,Delinquent,,Wedding,17.0,18.0,528.0,
LOAN001083,CUST002571,BR001,Mortgage,30408.12,"25373,358305931575",25488.93,9.103,12.0,22/04/2019,2020-04-16,2534.01,DEFAULTED,,Wedding,330.0,11.0,484.0,Steve Black
LOAN001084,CUST003269,BR048,Home Equity,51555.02,46149.2,22096.78,17.896,180.0,06/06/2011,2026-03-19,286.42,Active,Vehicle,Vehicle purchase,0.0,,467.0,Jerry Williams
LOAN001085,CUST003868,BR027,Business,15700.59,15573.69,11206.29,17.847,240.0,2015-05-30,14-02-2035,65.42,Paid Off,none,Emergency,,0.0,,Ryan Boone
LOAN001086,CUST000938,BR004,Mortgage,26817.49,26698.55,24199.98,17.166,240.0,2012-10-20,07-07-2032,111.74,DEFAULT,Stocks,Medical,279.0,21.0,500.0,Ryan Dean
LOAN001087,CUST001721,BR025,Auto,64619.71,64466.71,33542.63,16.393,180.0,08-01-2023,99/99/9999,359.0,Charged Off,Vehicle,Medical,223.0,14.0,789.0,Brianna Moyer
LOAN001088,CUST004431,BR030,Business,23792.1,,6280.69,17.412,120.0,13/06/2014,04/21/2024,198.27,active,property,Vehicle purchase,,,656.0,Dominique Gonzales
LOAN001089,CUST002937,BR044,Mortgage,"44998,1",41929.97,12705.05,11.918,12.0,14-07-28,"July 23, 2015",3749.84,active,Vehicle,Home improvement,0.0,,447.0,Kevin Lewis
LOAN001090,CUST004345,BR012,Home Equity,36808.19,"$35,235.79",14700.2,13.895,48.0,10/11/2020,"October 20, 2024",766.84,Active,Vehicle,Vehicle purchase,,0.0,643.0,Roberto Ramirez
LOAN001091,CUST003561,BR015,Student,,23792.27,22140.69,11.948,240.0,22-08-16,03-05-2042,117.3,Defaulted,Vehicle,Wedding,157.0,8.0,416.0,Pamela Lee
LOAN001092,CUST001554,BR046,Personal,51239.32,51172.19,4918.37,6.49,360.0,05/02/2019,11/25/2048,142.33,DEFAULT,PROPERTY,Education,239.0,18.0,581.0,John Shepherd
LOAN001093,CUST000371,BR013,Mortgage,"$44,374.26",40057.92,25113.03,6.652,60.0,2013-03-11,,739.57,Paid Off,property,Emergency,,,631.0,Zachary Jones
LOAN001094,CUST002254,BR031,Student,45927.97,41325.64,3022.92,5.288,36.0,20-07-2015,04-07-2018,1275.78,Active,,Wedding,0.0,0.0,705.0,Travis Thomas
LOAN001095,,BR025,Home Equity,72131.93,64211.02,35384.81,4.983,12.0,13-08-05,07/31/2014,6010.99,Defaulted,PROPERTY,Vehicle purchase,51.0,5.0,,Patricia Blair
LOAN001096,CUST001871,BR042,Mortgage,37530.51,35489.19,21799.85,14.028,84.0,11-06-13,07-05-2018,446.79,Past Due,property,Business expansion,39.0,13.0,712.0,Todd Johnson
LOAN001097,CUST004823,BR009,business,38567.53,37562.56,22682.74,,120.0,01-07-2012,22-05-10,321.4,Delinquent,Vehicle,Education,112.0,2.0,617.0,Brenda Thomas
LOAN001098,CUST003385,BR030,Home Equity,44294.91,38523.8,39515.08,17.334,180.0,"September 15, 2010",25-06-28,246.08,Paid Off,N/A,,0.0,0.0,796.0,Brian Howard
LOAN001099,CUST002052,BR046,Student,2084.59,,2046.81,14.146,84.0,2011-11-07,"October 01, 2018",24.82,PAST DUE,N/A,Vehicle purchase,73.0,14.0,492.0,Kathy Taylor
LOAN001100,CUST004762,BR032,Student,6542.76,5609.61,1492.71,2.577,,99/99/9999,24-03-17,181.74,paid off,Vehicle,Wedding,,0.0,364.0,Stephanie Sullivan
LOAN001101,CUST000792,BR019,Mortgage,8546.91,8438.58,1469.97,12.762,84.0,"June 28, 2019",26-05-22,$101.75,Late,,,65.0,11.0,372.0,
LOAN001102,CUST002316,BR021,Business,125499.65,114670.99,73020.94,12.87,12.0,13-05-05,2014-04-30,10458.3,DELINQUENT,PROPERTY,Emergency,320.0,9.0,815.0,Sheila Patterson
LOAN001103,CUST000151,BR045,Business,18152.38,,13461.89,9.619,240.0,2016-11-19,36-08-06,75.63,Open,Property,Wedding,0.0,,416.0,Richard Holden
LOAN001104,CUST000540,BR010,Auto,9452.44,8537.9,8332.52,14.613,12.0,07/31/2020,"July 26, 2021",787.7,Active,Vehicle,Business expansion,0.0,,383.0,Glen Williams
LOAN001105,CUST003611,BR033,student,30786.32,28416.5,29092.97,8.147,180.0,"August 20, 2018",02/06/2033,171.04,Active,Savings,Medical,,0.0,580.0,Martin Ross
LOAN001106,CUST004099,BR037,Student,68606.97,67788.78,48121.16,16.387,240.0,NULL,2036-03-20,285.86,Active,none,Education,,0.0,677.0,Janice Nunez DDS
LOAN001107,CUST002166,BR005,Student,53250.43,52205.45,44241.86,7.73,24.0,18-05-2010,2012-05-07,2218.77,Open,none,,,,568.0,Thomas Robertson
LOAN001108,CUST002081,BR024,Mortgage,31169.73,"$27,790.38",5441.01,15.111,360.0,,44-03-09,86.58,Paid,N/A,Travel,,,562.0,Ryan Brooks
LOAN001109,CUST000140,BR033,Personal,54716.01,48481.66,11547.71,16.192,240.0,19-11-2015,06-08-2035,227.98,Active,None,Vehicle purchase,0.0,0.0,356.0,Matthew Palmer
LOAN001110,CUST002431,BR033,home equity,USD 55114.28,49664.86,48370.6,4.09,12.0,09-05-2016,04/05/2017,4592.86,Default,Vehicle,Business expansion,233.0,22.0,446.0,Darius Lowe
LOAN001111,CUST002793,BR017,Auto,"$32,600.77",26385.71,21411.46,10.959,,15-08-29,"July 07, 2025","271,67",Active,Property,Education,,0.0,805.0,Julie Lewis
LOAN001112,CUST001215,BR007,Mortgage,2497.16,2122.11,318.16,5.583,84.0,16-03-02,25-01-2023,,Defaulted,,Medical,167.0,23.0,483.0,Cody Sanders
LOAN001113,CUST001001,BR044,Personal,78263.75,72566.38,17624.53,9.584,12.0,10/06/2022,23-06-05,6521.98,Current,PROPERTY,Business expansion,,0.0,479.0,Vanessa Alvarez
LOAN001114,CUST001280,BR036,Business,49334.86,,47924.59,8.909,84.0,03-11-2017,27-09-2024,587.32,Defaulted,None,,201.0,3.0,707.0,George Mccormick Jr.
LOAN001115,CUST000671,BR026,Home Equity,38037.84,,35072.69,14.773,360.0,,45-02-26,105.66,Defaulted,PROPERTY,Vehicle purchase,137.0,23.0,477.0,Matthew Roberts
LOAN001116,CUST004035,BR040,Business,36136.0,31815.46,4997.03,17.5,24.0,"July 19, 2014",16-07-08,1505.67,Paid Off,Stocks,Education,,,704.0,Angel Garrett
LOAN001117,CUST003987,BR040,Student,67081.21,65450.32,48929.41,12.595,12.0,21-09-11,NULL,5590.1,Delinquent,PROPERTY,Vehicle purchase,270.0,12.0,527.0,Matthew Martinez
LOAN001118,CUST003350,BR030,Auto,,60535.29,2574.78,9.038,12.0,,03-06-2014,5219.0,Active,Savings,Medical,0.0,0.0,651.0,Brian Johnson Jr.
LOAN001119,CUST002549,BR044,business,,18958.65,10738.91,,48.0,10/18/2011,27/09/2015,USD 486.16,Past Due,N/A,Travel,74.0,15.0,734.0,Stephanie Banks
LOAN001120,CUST003890,BR001,student,"$17,896.65",USD 16286.49,7462.53,15.197,48.0,11-02-08,01/18/2015,372.85,Defaulted,Property,Education,335.0,10.0,541.0,Raven Thompson
LOAN001121,CUST002072,BR002,Mortgage,54609.04,4841144.209470444,14480.51,11.248,12.0,03/02/2020,21-02-25,,Defaulted,Savings,Vehicle purchase,52.0,24.0,834.0,
LOAN001122,CUST004664,BR010,Student,50154.8,44766.12,19701.47,11.748,120.0,12-09-21,"July 31, 2022",417.96,Completed,,Wedding,0.0,,457.0,
LOAN001123,CUST000804,BR003,Home Equity,1785.71,,1154.47,9.863,240.0,21-05-23,02/07/2041,7.44,Paid Off,Savings,Debt consolidation,,,779.0,Jessica Vasquez
LOAN001124,CUST004919,BR037,Auto,23688.79,19704.33,22768.41,12.077,120.0,15/04/2015,25-02-21,197.41,Open,Property,Business expansion,0.0,,487.0,Adam Gonzalez
LOAN001125,CUST003507,BR015,Personal,53379.84,48963.71,14909.53,14.392,12.0,26/05/2016,2017-05-21,4448.32,Paid Off,Stocks,Business expansion,,0.0,704.0,Theresa Robinson
LOAN001126,CUST000469,BR031,personal,26868.69,22956.81,"26178,76",,240.0,2019-02-02,10/20/2038,111.95,Delinquent,none,,301.0,10.0,733.0,William Diaz
LOAN001127,CUST000448,,Mortgage,63112.71,USD 62705.23,54003.64,7.817,60.0,27/04/2016,01/04/2021,,Past Due,Savings,Business expansion,331.0,9.0,340.0,
LOAN001128,CUST001155,BR043,Student,33700.36,29070.24,2390.27,14.937,120.0,20-07-20,"May 29, 2030",280.84,PAID OFF,,Emergency,0.0,,830.0,Jessica Garcia
LOAN001129,CUST002569,BR008,Home Equity,"43647,37",42499.95,31692.2,3.264,84.0,2022-10-04,28-08-2029,519.61,Delinquent,Vehicle,Medical,362.0,16.0,627.0,Susan Zuniga
LOAN001130,CUST001090,BR007,Mortgage,4373281.0,36687.18,23839.64,10.266,,31/03/2012,12-01-2027,242.96,Defaulted,None,,265.0,7.0,719.0,Dorothy Burns
LOAN001131,CUST004202,BR019,Business,USD 45099.21,40306.26,USD 26557.42,8.595,12.0,29/10/2015,2016-10-23,3758.27,Defaulted,Property,,340.0,24.0,362.0,
LOAN001132,CUST000621,BR046,auto,48166.9,39804.89,"$27,351.89",7.095,120.0,12/12/2015,10/20/2025,401.39,Active,Stocks,Vehicle purchase,,,694.0,Renee Carpenter
LOAN001133,CUST000243,BR025,Business,55470.18,47103.28,35039.09,14.1,48.0,99/99/9999,"April 12, 2024",1155.63,Defaulted,Vehicle,,118.0,13.0,591.0,Bonnie Williams
LOAN001134,CUST000089,BR044,Home Equity,48489.86,47573.29,44104.42,13.892,84.0,"April 21, 2014",15-03-2021,577.26,ACTIVE,none,Debt consolidation,0.0,0.0,608.0,Katherine Scott
LOAN001135,CUST001971,BR004,Personal,38201.83,33065.85,23353.87,5.978,360.0,99/99/9999,24/05/2040,106.12,Closed,Savings,Travel,0.0,0.0,612.0,Christine Harper MD
LOAN001136,CUST003645,,Home Equity,,10084.02,9997.76,13.072,24.0,01-12-2017,"November 21, 2019",473.66,PAID OFF,none,Debt consolidation,0.0,0.0,825.0,Mitchell Powell
LOAN001137,,BR033,Auto,3961.63,3226.52,3388.35,,24.0,10/26/2018,99/99/9999,165.07,Current,N/A,Emergency,,0.0,514.0,Walter Avery
LOAN001138,,BR026,Personal,,50987.8,51261.75,3.841,84.0,15-02-2021,2028-01-10,73578.0,Active,PROPERTY,Medical,,,346.0,Jodi Taylor
LOAN001139,CUST001680,BR050,Home Equity,31844.14,26068.03,9924.85,4.216,36.0,22-11-25,11/09/2025,884.56,Closed,None,Education,,,612.0,Jill Garcia
LOAN001140,CUST004099,BR036,Personal,13791.08,13268.97,8748.41,2.569,120.0,21-05-05,2031-03-14,114.93,Delinquent,none,Wedding,178.0,3.0,361.0,Kristina Mcdonald
LOAN001141,CUST001017,BR005,Auto,8016.72,,"6278,41",10.134,12.0,99/99/9999,02/20/2015,668.06,Charged Off,N/A,Education,227.0,9.0,494.0,Alexis Goodwin
LOAN001142,CUST005000,BR022,Mortgage,"$31,921.93",29972.51,28539.2,14.979,180.0,07/19/2020,02/05/2035,177.34,defaulted,N/A,Home improvement,23.0,3.0,418.0,Mrs. Carolyn Schneider
LOAN001143,CUST000281,BR014,Mortgage,36105.81,34799.9,35469.13,5.254,180.0,2016-05-21,03/04/2031,200.59,Delinquent,Property,Travel,297.0,15.0,301.0,Harold Brown
LOAN001144,CUST000369,BR024,student,,36201.43,17070.53,2.723,120.0,2021-04-19,02/26/2031,322.14,paid off,PROPERTY,Home improvement,,,829.0,Chad Williams
LOAN001145,CUST003012,BR037,Student,,9631.9,1843.98,15.62,24.0,08/28/2020,2022-08-18,431.51,defaulted,None,Education,324.0,22.0,369.0,Suzanne White
LOAN001146,CUST004620,BR029,Personal,,27708.2,30059.28,,84.0,03/16/2017,2024-02-08,378.81,Bad Debt,Vehicle,Medical,178.0,15.0,545.0,Brittany Hart
LOAN001147,CUST004492,BR013,Home Equity,13301.09,"$12,918.72",11812.17,10.807,360.0,15/12/2013,43-07-11,36.95,ACTIVE,none,,,0.0,527.0,Gregory Baker
LOAN001148,CUST003192,BR047,Auto,40515.09,,3596.35,17.985,60.0,08-10-2021,"September 12, 2026",675.25,Paid Off,,Education,0.0,0.0,461.0,Lisa Andrews
LOAN001149,CUST004443,BR044,Mortgage,50395.03,41068.15,28344.27,9.401,12.0,2019-12-13,07/12/2020,4199.59,PAID OFF,Savings,Debt consolidation,,,755.0,Dana Brooks
LOAN001150,CUST003447,BR032,Personal,83861.0,76280.31,75328.21,16.515,,"August 14, 2011",99/99/9999,2329.47,Late,PROPERTY,Medical,332.0,15.0,,Michael Jefferson
LOAN001151,CUST000402,BR032,Mortgage,1000,870.53,287.56,12.231,240.0,14/02/2012,11/01/2031,4.17,Delinquent,property,Emergency,129.0,4.0,314.0,Calvin Smith
LOAN001152,CUST001335,BR023,Mortgage,37034.42,32608.34,14619.05,16.684,12.0,2010-04-13,99/99/9999,"$3,086.20",Paid Off,Vehicle,Emergency,0.0,0.0,473.0,Veronica Maxwell
LOAN001153,CUST000564,BR049,Student,8785.57,8043.47,2707.36,14.742,36.0,2020-09-19,23-09-04,244.04,Closed,Property,,,,561.0,Tracy Sanders
LOAN001154,CUST002152,BR038,Auto,9044.92,8874.64,"3337,37",3.027,360.0,2019-02-17,12/09/2048,,Active,Property,Wedding,,0.0,777.0,Victoria Mendez
LOAN001155,CUST003816,BR031,Personal,"$26,724.28",26717.65,14413.12,11.949,36.0,30/09/2010,14/09/2013,742.34,Active,Savings,,0.0,,,Mrs. Taylor Sweeney
